Year,1290,1320,1440,1720,1940,2010,2730,3000,3100,3131,3160,3250,3320,3330,3340,3370,3390,3430,3600,3680,3730,3750,3870,3880,3900,3930,3940,4020,4050,4090,4120,4280,4440,4520,4560,4610,4630,4650,4660,4661,4670,4770,4860,4880,4900,4930,4940,4950,4980,5010,5060,5070,5110,5170,5190,5290,5400,5420,5460,5580,5600,5630,5670,5810,5840,5870,5930,5950,5980,6080,6120,6130,6140,6170,6190,6240,6270,6280,6290,6360,6390,6410,6450,6480,6520,6540,6550,6570,6580,6590,6620,6670,6710,6730,6740,6750,6760,6790,6810,6840,6860,6870,6882,7030,7040,7050,7180,7210,7222,7260,7270,7280,7310,7350,7480,7510,7550,7560,7580,7590,7610,7660
1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,0,1,2,0,0,0,2,0,0,0,9,0,1,0,0,0,0,1,0,0,0,0,3,0,0,3,3,34,1,0,1,2,0,0,9,2,0,2,0,1,15,8,1,21,0,4,1,13,13,2,0,4,10,1,9,3,0,1,1,1,33,6,32,8,1,4,4,4,15,18,0,9,2,0,15,61,0,0,10,3,0,0,0,0,8,4,2,5,0,2,11,30,0,1,36,3,3,0,22,0,3,10,5,0,23,0,0,10,3,2,5,0,6,15,1,1,19,20,0,18,54,0
1997,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,19,0,1,0,3,2,1,6,6,1,0,0,0,14,4,5,22,0,4,4,14,18,1,0,8,7,5,4,5,0,0,0,2,29,4,25,12,2,5,10,3,14,16,0,7,4,0,11,75,0,0,8,2,0,0,0,0,7,3,1,6,0,5,7,28,0,1,47,2,1,0,14,0,2,29,6,0,15,0,0,6,6,6,5,0,2,17,0,3,14,10,1,24,44,0
1998,0,1,0,0,0,1,0,1,4,0,13,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,4,29,0,0,4,2,0,4,9,2,1,1,0,0,11,9,4,25,0,12,2,9,10,0,0,2,9,3,6,12,0,2,0,2,16,10,22,14,2,4,0,7,21,15,0,21,2,0,41,82,0,0,10,8,0,0,1,0,7,4,2,7,0,1,5,25,0,1,46,2,1,3,27,0,5,20,0,0,23,1,0,8,3,2,2,0,7,27,1,2,19,25,0,33,59,2
1999,0,0,0,3,1,1,1,0,1,0,30,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,39,4,0,5,4,0,0,8,1,1,0,0,0,12,21,2,35,0,10,2,8,9,1,0,8,6,4,4,11,1,0,4,2,24,8,34,14,1,18,10,9,17,17,6,11,5,0,13,56,0,0,11,7,0,0,1,0,4,0,5,7,0,6,7,42,0,1,39,3,0,3,32,0,2,17,2,0,16,5,1,7,1,1,7,0,1,19,0,1,11,16,0,27,68,4
2000,0,0,0,1,1,1,1,1,1,0,12,1,0,0,0,0,3,1,0,0,0,1,0,0,0,4,3,24,5,0,2,1,2,1,7,2,0,2,0,0,9,5,3,26,0,7,0,7,13,0,0,5,8,3,6,8,0,0,4,1,22,6,18,15,2,1,10,6,18,8,2,12,2,0,24,86,0,0,10,1,0,0,0,0,3,2,4,2,0,4,9,23,0,0,36,1,2,2,28,0,3,15,0,0,16,0,0,11,2,1,5,0,14,15,0,3,9,10,0,14,60,0
2001,0,0,0,6,0,0,0,0,1,0,17,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,2,11,2,0,1,2,3,2,11,6,0,1,1,0,12,12,7,34,0,15,0,5,10,0,0,7,6,2,7,6,0,2,2,1,23,5,24,15,1,5,10,6,20,16,1,9,8,0,24,85,0,0,15,3,0,0,0,0,5,4,2,6,0,6,8,37,1,1,34,1,1,4,34,0,2,17,2,0,32,0,0,6,4,2,5,1,5,14,0,3,11,19,0,28,57,2
