,ruta,num_continuous_species,min_year,max_year,num_survey_years,Latitude,Longitude
2346,8407237,29,1997,2023,18,41.1159967,-75.3893569
2477,12476159,28,1997,2023,18,48.56712,-68.31719
2478,12479142,28,1997,2023,18,53.27804,-108.62506
2479,84014953,28,2000,2022,18,40.6229877,-123.6395269
2480,8402208,28,2000,2023,18,33.3180161,-86.1573541
2481,8402215,28,1997,2023,18,31.9052647,-86.1853409
2482,840832,28,2001,2023,18,26.8901748,-98.135998
2483,8408719,28,1997,2023,18,44.6655427,-72.8904029
2623,8401811,27,1998,2023,18,41.3362789,-73.5313225
2624,84027322,27,2005,2023,18,32.8593849,-84.4158115
2625,840476,27,1997,2019,18,42.0823387,-70.8662472
2626,8405930,27,1997,2022,18,39.2953945,-74.5547951
2781,12476320,26,1997,2023,18,46.60491,-72.81298
2782,84014221,26,1997,2018,18,32.92408,-116.48047
2783,84049901,26,1998,2019,18,46.1975227,-89.0722649
2784,840546,26,2001,2023,18,40.6184587,-98.6673129
2785,8406181,26,1997,2023,18,43.652701,-74.389678
2786,84083322,26,1997,2023,18,30.6060845,-95.6260432
2787,84083349,26,1998,2023,18,32.0682917,-95.2839819
2788,8408358,26,2000,2023,18,32.1808084,-95.7430805
2789,8409121,26,1997,2023,18,45.2325217,-89.2840419
2790,8409236,26,1997,2023,18,43.6524547,-110.7110669
2942,1244210,25,2004,2022,18,50.51364,-114.2469
2943,1247619,25,2005,2023,18,46.16008,-72.39422
2944,8404961,25,1996,2023,18,44.3339914,-83.6808466
2945,84052136,25,1999,2022,18,40.0840684,-94.8524242
2946,84083324,25,1997,2014,18,30.0926544,-97.7817189
2947,84091421,25,2005,2023,18,42.9592306,-88.2762261
3073,84014416,24,1999,2023,18,39.9493657,-121.0380629
3074,8403316,24,1997,2018,18,44.0271337,-111.2586979
3075,8406951,24,1997,2021,18,43.2980868,-122.3456805
3200,12411198,23,1997,2022,18,54.03085,-132.05651
3201,124442,23,1997,2018,18,54.13311,-116.21592
3202,12476238,23,1997,2023,18,47.09702,-71.08281
3203,84034315,23,2001,2023,18,39.4014967,-87.706176
3204,8405057,23,2004,2023,18,43.5869507,-95.7747889
3205,8408332,23,1997,2023,18,30.7962929,-94.0899029
3206,8408510,23,1997,2023,18,39.3549717,-112.2278059
3207,8408928,23,1998,2023,18,48.8336397,-121.9026259
3208,8408968,23,1998,2022,18,48.5322757,-120.3033679
3209,8408976,23,1997,2023,18,47.1305337,-118.6865769
3353,1241120,22,2000,2017,18,50.67375,-119.32095
3354,12479116,22,1997,2023,18,50.01867,-107.00595
3355,84033228,22,2003,2023,18,42.0021387,-111.9538098
3356,84063118,22,1997,2023,18,35.3743051,-81.6361686
3357,84072275,22,1998,2023,18,40.2005127,-76.1717449
3358,840833,22,1997,2023,18,26.9019917,-98.6026759
3497,1245713,21,2002,2023,18,48.84491,-55.50898
3498,84014201,21,1997,2018,18,40.8188497,-121.5700369
3499,8403180,21,1997,2019,18,59.0346173,-158.5270562
3500,84035201,21,2005,2023,18,41.5361624,-87.1967394
3501,8405346,21,1997,2023,18,44.5869032,-112.025803
3629,84014176,20,1997,2018,18,41.8190067,-121.0692617
3630,84017373,20,2001,2023,18,37.9427007,-107.8223959
3631,8403615,20,1999,2016,18,41.4483667,-95.7265309
3632,8405439,20,1997,2017,18,41.7858723,-102.4579398
3633,8405926,20,1997,2023,18,40.4002128,-74.5197857
3634,8407117,20,1997,2023,18,35.5182227,-90.2867129
3635,8408144,20,1997,2023,18,43.0190774,-101.4921774
3755,12446,19,1998,2022,18,50.74668,-110.25869
3756,1245715,19,2002,2023,18,48.17505,-57.74377
3757,84014408,19,1997,2023,18,41.0534621,-120.4745547
3758,84035103,19,1997,2023,18,41.6368887,-86.3655159
3759,840692,19,1997,2023,18,45.3836599,-122.7875574
3760,84069204,19,1997,2023,18,45.4001548,-120.0255662
3761,84083341,19,2001,2023,18,31.5830183,-101.7186781
3762,84088922,19,1997,2023,18,38.2579487,-78.7728889
3867,1247623,18,1997,2023,18,46.51041,-70.93779
3868,84025132,18,1998,2015,18,26.9297114,-82.0333415
3869,840620,18,1997,2016,18,33.7034749,-112.2723363
3870,8408348,18,1998,2023,18,31.3143036,-96.6110675
3968,1244228,17,1997,2021,18,53.93434,-112.70335
3969,840346,17,1997,2023,18,42.0160676,-87.908702
3970,84069227,17,1997,2022,18,42.4934857,-122.4215469
4056,1245739,16,1998,2019,18,53.5353,-63.9294
4057,84014192,16,1997,2022,18,37.4158007,-118.0043109
4058,84083365,16,1997,2017,18,33.2702077,-102.7840429
4059,84083366,16,1997,2023,18,34.0984847,-98.3157739
4060,84089951,16,2005,2023,18,46.3915681,-119.4109939
4061,8409233,16,2000,2023,18,44.8424287,-109.1482929
4155,84014308,15,1997,2019,18,40.4976057,-121.4282989
4156,84017314,15,2003,2023,18,39.1718637,-102.1105579
4157,8408937,15,1998,2023,18,47.3151767,-119.8794779
4237,12411332,14,2005,2023,18,59.96444,-129.06944
4238,1249364,14,1997,2022,18,63.99044,-138.751
4239,8405344,14,1997,2023,18,45.9440787,-105.4130672
4240,8405433,14,1997,2022,18,41.2483521,-103.6630552
4241,84083364,14,1997,2023,18,33.9192767,-101.0640709
4242,8409282,14,1997,2015,18,42.1622097,-107.4353169
4315,124462,13,1997,2019,18,56.3628,-117.00335
4316,84038323,13,2000,2018,18,39.1195241,-101.727883
4317,8406931,13,1997,2023,18,42.34767,-118.6488892
4318,84083340,13,2002,2022,18,31.3901587,-100.2958909
4319,84092112,13,1998,2023,18,41.2153307,-104.1193009
4370,8408383,12,1997,2023,18,29.4492397,-102.8239829
4371,84085302,12,1999,2023,18,41.8927397,-112.7760009
4458,84038308,10,2000,2023,18,37.3880114,-101.2492122
4500,124432,9,1997,2023,18,53.59917,-116.40425
4501,124432,9,1997,2023,18,67.34099,-134.87009
4502,84092206,9,1997,2021,18,44.2045607,-105.7138139
4503,8409259,9,2001,2023,18,43.1052467,-107.0216849
4537,840691,8,1997,2017,18,45.76385,-123.3149615
4538,84069256,8,2003,2021,18,42.5261832,-117.1751241
4564,84017125,7,1997,2023,18,37.2872957,-105.5525819
4565,84085320,7,1997,2019,18,37.3250947,-112.4560459
4621,8405517,5,1997,2021,18,39.3621311,-115.2707624
4642,84085251,4,1999,2023,18,41.6548957,-113.1803129
96,84039107,55,1999,2019,17,36.9261037,-86.3369279
118,84039118,54,2006,2023,17,37.6333333,-83.8
221,840467,49,1997,2014,17,39.6486494,-77.5681548
381,84089242,46,2005,2023,17,46.726114,-122.86911
382,8409042,46,1997,2023,17,39.3782737,-80.8687829
514,8405232,44,1997,2023,17,39.6539807,-94.6654829
515,84060154,44,2005,2023,17,36.3350337,-105.29169
516,84088127,44,1997,2017,17,37.1015582,-77.1604648
592,84027112,43,2002,2023,17,32.1084995,-82.3713072
686,12445114,42,1997,2015,17,50.74626,-97.31403
687,8404722,42,1997,2022,17,42.1220511,-73.4616041
688,8408221,42,1997,2019,17,35.3350377,-86.6657259
778,840251,41,1997,2016,17,32.5816871,-85.7164607
779,840251,41,1997,2016,17,30.9291812,-87.4079434
780,84063329,41,2000,2022,17,36.4199384,-75.9245906
870,8401479,40,1997,2023,17,39.9935292,-121.704424
871,8406928,40,1997,2018,17,42.373981,-121.8048799
872,8408977,40,1997,2015,17,47.8873847,-117.9899749
974,12476113,39,1997,2023,17,46.55385,-75.36313
975,8403481,39,1997,2023,17,37.4674888,-88.1644941
976,8405115,39,1997,2023,17,32.3251307,-89.4857109
977,8408015,39,1997,2019,17,34.4494097,-81.2818969
978,8408117,39,1997,2023,17,45.4278547,-96.7190699
1083,8405027,38,1997,2023,17,46.4410069,-95.9888795
1084,840525,38,1997,2023,17,36.6608617,-93.9101019
1085,84059107,38,1997,2023,17,39.6694554,-74.913799
1086,8406317,38,2006,2023,17,35.2194291,-80.2919201
1213,12411408,37,1997,2022,17,49.10741,-119.27952
1214,84046150,37,1997,2014,17,38.2015289,-75.4112061
1215,8406160,37,1995,2015,17,42.4845267,-78.2391139
1216,8408820,37,1996,2023,17,37.5332587,-79.2990119
1351,84038310,36,2000,2021,17,38.680958,-95.1212223
1479,12476140,35,2003,2023,17,47.1705,-70.75269
1480,8404627,35,1997,2014,17,38.168955,-76.5442846
1481,840478,35,1996,2022,17,42.4344551,-71.4311953
1482,8409132,35,1997,2023,17,44.1920937,-91.7837359
1602,84014159,34,1997,2013,17,39.4978958,-121.6093062
1603,8401454,34,1997,2016,17,36.6315997,-119.3047559
1604,84039900,34,1997,2014,17,37.2174545,-86.0487853
1605,8408836,34,1997,2023,17,36.8831551,-81.9508764
1751,12411204,33,1997,2013,17,49.64847,-115.64972
1752,12411419,33,1999,2021,17,50.21164,-118.77176
1753,84014151,33,1997,2019,17,41.2351468,-120.3368295
1754,84025918,33,1997,2014,17,28.5692767,-80.9969329
1899,1245614,32,1997,2018,17,47.80494,-65.22097
1900,124751,32,1999,2019,17,47.01855,-63.99116
1901,840493,32,1998,2019,17,46.4189747,-89.6936659
1902,8405074,32,1997,2023,17,47.7963921,-93.9058145
1903,8405432,32,2003,2023,17,41.1770247,-100.0548479
1904,8406940,32,1997,2023,17,45.2250267,-123.0213309
1905,8408850,32,1997,2021,17,36.6143533,-78.4553951
1906,84090905,32,2001,2023,17,38.8080257,-79.7388168
2046,1241157,31,2001,2023,17,53.59811,-124.90146
2047,12476127,31,1997,2022,17,46.23362,-77.70043
2048,12479139,31,1998,2023,17,53.29236,-105.53702
2049,8404236,31,1997,2023,17,31.8183596,-92.0510279
2050,8405026,31,1997,2023,17,46.754647,-94.365017
2051,8408818,31,1997,2023,17,37.6602479,-79.6441292
2206,124418,30,1997,2013,17,52.46309,-110.65127
2207,1245626,30,1999,2023,17,46.95989,-65.79167
2208,840267,30,1997,2023,17,31.4086552,-86.270046
2209,8402724,30,1997,2023,17,34.0324127,-83.3156813
2210,8403822,30,1997,2019,17,57.1269767,-135.3478099
2211,8403822,30,1997,2019,17,38.2040337,-99.6617889
2212,8404211,30,1997,2013,17,30.0641124,-91.8208203
2347,1244129,29,1997,2013,17,53.11978,-113.1229
2348,12445109,29,1998,2023,17,49.70979,-100.64473
2349,84014195,29,1997,2023,17,36.257393,-121.4234494
2350,84083303,29,1997,2023,17,27.2961057,-98.5051649
2484,12411709,28,1997,2022,17,49.72025,-120.14918
2485,84014172,28,1998,2023,17,37.8183531,-122.1464708
2486,8402729,28,1997,2022,17,31.6113295,-83.9135034
2487,84033119,28,1997,2014,17,43.9110934,-114.8761118
2488,84034309,28,2001,2023,17,40.7542777,-88.8718234
2489,8404220,28,1997,2017,17,31.46457,-92.29532
2627,1241155,27,1997,2023,17,53.97137,-122.46127
2628,12445216,27,1999,2022,17,50.12885,-98.58808
2629,84014118,27,1998,2019,17,34.7383427,-119.0450209
2630,8402568,27,1997,2019,17,28.6901383,-81.5469756
2631,8403629,27,1997,2023,17,43.095187,-91.875498
2632,8405020,27,2003,2019,17,45.0215533,-95.432057
2633,8405125,27,2004,2023,17,33.8691757,-88.6571809
2634,840513,27,1997,2022,17,34.5002597,-90.4577249
2635,840665,27,2001,2021,17,34.3566847,-111.1008299
2636,840665,27,2001,2021,17,41.0376017,-82.9962929
2637,8408963,27,1997,2023,17,46.9700517,-119.3451239
2791,8401478,26,2006,2023,17,39.7846537,-120.6326679
2792,84017326,26,1997,2023,17,37.6176717,-104.7749029
2793,8403530,26,1997,2023,17,39.5621707,-85.7760939
2794,84044308,26,2002,2023,17,44.4594758,-68.9269629
2795,84049908,26,1998,2023,17,46.5066027,-88.7300039
2796,8405060,26,2004,2023,17,44.499148,-94.846167
2797,8406176,26,1997,2023,17,32.3559327,-112.8270799
2798,8406176,26,1997,2023,17,43.6286487,-75.5571819
2799,8406180,26,1997,2013,17,43.0243237,-75.4334429
2948,1245716,25,2006,2023,17,48.22512,-58.84443
2949,84014302,25,2005,2023,17,38.3796305,-122.5109615
2950,84035316,25,1999,2023,17,37.9142237,-87.6297459
2951,8404924,25,1999,2023,17,46.6107147,-85.2062669
3076,8401453,24,1997,2022,17,36.2251687,-120.5194684
3077,84080117,24,2005,2023,17,34.7522612,-82.1092506
3210,124115,23,1998,2023,17,49.2998,-116.66111
3211,8404251,23,1998,2023,17,29.9842321,-91.9569658
3212,8404258,23,1998,2015,17,32.0001519,-92.3835537
3213,8405013,23,1997,2015,17,44.9630107,-95.4525129
3214,84051904,23,1996,2023,17,33.7693377,-90.1416549
3215,84081704,23,1997,2018,17,44.1230277,-103.6980332
3216,8408398,23,1997,2023,17,26.5333227,-97.7044919
3217,8408934,23,1997,2023,17,47.9781527,-122.1737439
3359,1244404,22,2006,2023,17,49.875772,-114.079114
3360,12479403,22,1996,2022,17,49.30987,-107.79203
3361,840670,22,1997,2013,17,33.3339864,-112.677217
3362,8408115,22,2000,2023,17,44.121783,-99.2503172
3363,84083237,22,1997,2023,17,30.5287787,-96.1971289
3502,1245714,21,2002,2023,17,48.80759,-56.78723
3503,8403610,21,1997,2023,17,41.6735997,-92.2602299
3504,84060201,21,1997,2013,17,36.8338846,-108.010155
3505,84083373,21,1997,2023,17,35.9930757,-102.5674219
3636,84014423,20,1997,2017,17,36.0105997,-118.1213609
3637,84017324,20,1997,2023,17,37.6490053,-106.6533167
3638,840389,20,1997,2023,17,37.5142707,-98.8298029
3639,84049904,20,2004,2023,17,46.3310416,-84.8063279
3640,8405426,20,2000,2023,17,42.6534207,-98.6769859
3641,8408367,20,1997,2023,17,32.8297577,-99.1330879
3642,84085110,20,1997,2023,17,39.3743227,-112.5768129
3643,84091137,20,1999,2023,17,44.4222277,-90.7309499
3644,8409274,20,1996,2023,17,42.8336867,-109.6728209
3763,8403906,19,1998,2022,17,56.6468465,-131.8566825
3764,840682,19,2001,2023,17,31.9576267,-110.9446259
3765,840815,19,1997,2023,17,43.1834022,-98.7072332
3766,84083100,19,1997,2018,17,35.7506355,-102.249269
3871,1241110,18,1997,2023,17,49.29488,-121.68847
3872,1244540,18,1997,2023,17,54.48029,-114.15326
3873,1244540,18,1997,2023,17,51.00909,-95.42771
3874,840312,18,1997,2021,17,63.2771884,-147.944427
3875,84083106,18,2003,2023,17,34.0502491,-101.3253641
3876,8408386,18,1997,2023,17,31.2059844,-101.9691922
3971,12445118,17,1997,2023,17,50.6981,-99.46174
3972,84033207,17,1997,2021,17,45.3898886,-116.034299
3973,8403402,17,1997,2023,17,64.4875219,-165.3122783
3974,84083367,17,1997,2023,17,34.5047657,-99.8933569
3975,8408378,17,1997,2022,17,33.9054886,-99.1899265
3976,84085218,17,1997,2023,17,38.6821807,-109.4773259
4062,84017308,16,1997,2016,17,39.4433277,-108.9548949
4063,84017313,16,1997,2023,17,39.5675297,-103.0237419
4064,8403191,16,1997,2023,17,55.269419,-162.8976207
4065,8403315,16,1997,2023,17,44.2384571,-112.2561867
4066,840337,16,1997,2023,17,45.8813157,-116.1124649
4067,840666,16,1997,2023,17,34.7,-110.7666667
4068,840666,16,1997,2023,17,41.4427171,-83.087075
4069,84083354,16,2002,2022,17,32.0702794,-100.6472268
4158,8405429,15,1998,2023,17,42.2796649,-101.7208618
4159,84069130,15,1997,2023,17,42.954209,-119.01495
4160,84083360,15,1997,2021,17,33.2866481,-97.5540547
4161,84083391,15,2004,2023,17,30.0746005,-104.4532389
4243,84033209,14,1998,2015,17,45.0778394,-114.0119991
4244,8405335,14,1997,2023,17,46.1128407,-104.4950949
4245,84083327,14,1997,2023,17,30.0156927,-100.2140109
4372,124425,12,1997,2018,17,52.73141,-117.63709
4373,124453,12,1997,2014,17,55.78143,-117.82555
4374,124453,12,1997,2014,17,49.51762,-97.68673
4375,1249319,12,2000,2023,17,61.98,-128.49337
4376,840330,12,1997,2023,17,61.6593477,-150.1403586
4377,8408385,12,2002,2019,17,31.1844187,-100.9172129
4378,8408946,12,1997,2022,17,46.2373387,-118.3682399
4421,84017126,11,2000,2022,17,37.6256667,-104.3100659
4422,84038316,11,2000,2022,17,38.1914654,-101.3590971
4423,84055903,11,1997,2019,17,41.5905187,-119.3053669
4459,84017327,10,1997,2019,17,37.95117,-103.8764488
4460,840668,10,1998,2022,17,33.24469,-114.66142
4461,840668,10,1998,2022,17,41.1974257,-83.7075339
4462,84089950,10,2006,2023,17,46.3715872,-119.4460264
4504,124449,9,1998,2021,17,55.486,-113.44
4505,8401743,9,1997,2023,17,39.6105587,-103.1230999
4539,840819,8,2003,2023,17,43.6550387,-102.5111319
4540,84083374,8,1997,2023,17,36.4347007,-100.7308439
4596,84085113,6,1997,2015,17,40.0155117,-109.1712729
4643,8401458,4,1997,2023,17,37.2267497,-117.7611699
4644,8408514,4,1997,2021,17,38.4788417,-113.4325409
4656,8409241,3,1999,2023,17,44.7990837,-107.9620429
4663,8405531,2,1997,2021,17,36.5012519,-114.7610923
39,8406323,61,1997,2013,16,36.3581287,-76.9786679
322,8402719,47,2001,2017,16,33.7890197,-82.4803579
323,84082114,47,2004,2023,16,36.5507429,-87.7500558
383,8403527,46,1997,2023,16,39.0836543,-85.9287299
443,840497,45,2004,2023,16,46.0873471,-88.159086
593,84049910,43,1997,2012,16,42.5738567,-85.4654859
689,84063234,42,2000,2023,16,36.4958508,-80.5361312
690,84069160,42,2007,2023,16,42.38999,-121.01745
781,8409015,41,1997,2022,16,38.5212381,-81.3609134
873,8401497,40,1997,2012,16,40.5164906,-122.3819302
874,84063226,40,2000,2023,16,36.2588525,-79.6916268
875,8407279,40,1997,2023,16,40.4840637,-76.7674909
979,12476324,39,2006,2023,16,46.73835,-70.02229
980,8405045,39,2003,2023,16,48.2729265,-92.4914447
981,8405078,39,2004,2023,16,48.30338,-92.5689762
982,84059104,39,1997,2012,16,39.6959057,-75.4681439
983,8406962,39,1997,2023,16,42.9576667,-118.8677979
1087,840276,38,2001,2016,16,30.8199147,-84.5234609
1088,84038319,38,2000,2021,16,39.5668011,-97.8192021
1089,84046145,38,1999,2019,16,38.3003961,-75.5666203
1090,8404911,38,2004,2023,16,46.5791318,-87.8440118
1091,84050904,38,1997,2012,16,45.2773329,-96.4527912
1092,8408111,38,2005,2021,16,44.9067977,-97.9423379
1093,8408822,38,1997,2014,16,37.9095168,-78.5422838
1217,12476439,37,2005,2023,16,47.64208,-70.61501
1218,84027321,37,2006,2023,16,32.5465719,-83.7460488
1219,8404716,37,2001,2023,16,42.3839807,-72.0992679
1352,8404710,36,2004,2022,16,42.1503703,-71.8990443
1483,1247616,35,1998,2014,16,46.63097,-74.74944
1484,84027305,35,2005,2023,16,31.7275586,-81.2589304
1485,84035303,35,1999,2022,16,41.750602,-85.4765733
1606,84027332,34,2005,2023,16,34.1982791,-82.7559864
1755,8403525,33,1999,2023,16,39.9080857,-86.5765829
1756,8404414,33,1998,2021,16,44.0133537,-69.9697909
1757,8405025,33,1997,2023,16,46.8020456,-94.5135819
1758,8406958,33,1995,2022,16,42.4225447,-123.6893159
1759,840808,33,1995,2023,16,33.6937497,-81.4906299
1760,8409052,33,1997,2023,16,40.0890487,-80.6889494
1907,12411609,32,1997,2012,16,49.40133,-120.22432
1908,12411613,32,2000,2023,16,49.25092,-124.35721
1909,1244328,32,1997,2023,16,53.30862,-112.78189
1910,1244328,32,1997,2023,16,69.187426,-133.002717
1911,12476221,32,1997,2012,16,46.32389,-71.80553
1912,84038314,32,2000,2019,16,38.3193226,-99.2348417
1913,8404261,32,1998,2023,16,32.9745407,-92.5649569
1914,84046121,32,1996,2011,16,39.0378914,-76.5142379
1915,84047113,32,1997,2023,16,42.6223798,-71.0882199
1916,8405024,32,1997,2023,16,46.3671876,-93.6014381
1917,8405050,32,1997,2017,16,48.3032362,-95.5729652
1918,84091318,32,1998,2022,16,43.8770447,-88.0415409
2052,124438,31,1999,2023,16,54.49999,-112.97986
2053,124438,31,1999,2023,16,61.39831,-117.44669
2054,84014164,31,1997,2012,16,40.6589377,-123.0337989
2055,8404252,31,1998,2023,16,29.9956057,-92.5966809
2056,840822,31,1997,2012,16,36.3065622,-89.3646928
2057,84083316,31,1997,2023,16,29.7514591,-99.7634879
2213,1245625,30,2000,2023,16,46.5308,-65.85627
2214,12479309,30,2002,2023,16,49.96045,-109.53173
2215,84014205,30,1997,2014,16,37.2556212,-119.1614638
2216,84017210,30,1997,2018,16,39.3789927,-106.8135989
2351,8404612,29,1997,2012,16,39.1152852,-77.0002244
2352,8404622,29,1997,2012,16,39.0164522,-76.8497577
2353,8404927,29,1997,2022,16,44.2802984,-85.1345507
2354,84072,29,1997,2016,16,33.1683737,-91.3322519
2355,840881,29,2000,2023,16,39.060195,-78.4653682
2490,1244203,28,1999,2023,16,49.38423,-112.65106
2491,12445307,28,2007,2023,16,49.48794,-99.81088
2492,12476304,28,1997,2023,16,45.36767,-73.71038
2493,1247655,28,2006,2023,16,48.84299,-71.45458
2494,8402141,28,2004,2019,16,30.2816323,-87.5183917
2495,84051104,28,1997,2021,16,34.4218377,-90.4983459
2496,840631,28,1997,2023,16,31.387449,-111.064564
2497,840631,28,1997,2023,16,33.9814607,-78.3795679
2638,12411614,27,2006,2023,16,49.64242,-125.09807
2639,84027111,27,1997,2023,16,32.3293007,-81.4255139
2640,84038305,27,2000,2018,16,37.8545464,-98.8762205
2641,8405918,27,1997,2022,16,41.0726673,-74.2556528
2642,8406168,27,2005,2023,16,43.1820467,-77.4844579
2643,840807,27,1997,2021,16,33.6866717,-80.0543589
2644,8408122,27,1997,2023,16,45.0136163,-99.8583744
2645,8408958,27,1998,2023,16,47.1741037,-117.3798749
2800,1245718,26,1999,2019,16,49.26633,-54.48369
2801,84014407,26,2002,2019,16,41.8699632,-120.5011538
2802,8404418,26,1997,2022,16,44.4996857,-69.2750259
2803,8405927,26,1997,2022,16,40.0764087,-74.5820889
2804,84069231,26,1997,2023,16,42.6557897,-118.9886249
2805,84087116,26,2005,2023,16,44.1202726,-72.1450781
2952,8405021,25,2004,2023,16,45.5499007,-96.0968314
2953,840716,25,1997,2019,16,35.4848667,-90.6809479
3078,124427,24,1998,2013,16,53.71555,-111.52556
3079,8402526,24,1997,2021,16,26.2943143,-81.448561
3080,84027326,24,2005,2023,16,33.6804525,-83.7041676
3081,84051905,24,1996,2023,16,33.9855857,-90.1939619
3082,8406911,24,1999,2023,16,44.1598087,-121.2737049
3083,840697,24,1997,2023,16,45.649045,-117.275394
3084,84089113,24,1997,2023,16,47.7506767,-120.3554229
3085,84090903,24,1997,2015,16,38.8928197,-79.6165539
3218,84014426,23,1997,2022,16,37.77678,-119.0168752
3219,84017307,23,1998,2021,16,40.9679121,-102.3257889
3220,84069244,23,1997,2023,16,43.239379,-122.672937
3221,8407103,23,1998,2021,16,33.9394687,-92.5894309
3222,8407114,23,2000,2023,16,34.8282537,-93.2368089
3223,8409263,23,1997,2018,16,43.838324,-106.83887
3364,12411410,22,2001,2023,16,49.02589,-121.38798
3365,1244329,22,1997,2023,16,53.1343,-113.19621
3366,8403626,22,1997,2019,16,42.5326167,-95.8791569
3367,84051205,22,1997,2023,16,33.2231312,-90.097125
3368,8405523,22,1997,2021,16,38.1481212,-115.612409
3506,84014154,21,1996,2023,16,37.6375765,-118.6550657
3507,84054130,21,2002,2023,16,42.2789651,-103.6599064
3508,8408396,21,2005,2023,16,34.4180504,-100.1916929
3509,840923,21,1997,2023,16,44.3749577,-108.1427379
3645,8405330,20,1997,2023,16,46.1032917,-109.6664819
3646,84069245,20,1997,2022,16,43.2756335,-121.7738733
3647,84083334,20,1997,2021,16,31.1248877,-94.0901569
3648,840837,20,2005,2023,16,27.0738442,-98.8220264
3767,12411136,19,2004,2023,16,60.00029,-133.79492
3768,124119,19,1997,2012,16,49.15319,-120.59727
3769,84083320,19,2000,2023,16,29.5704974,-104.3750526
3877,124496,18,1997,2023,16,50.98545,-115.07526
3878,84014129,18,1997,2023,16,34.1748887,-117.6766129
3977,1244116,17,2001,2022,16,51.66166,-115.40694
3978,12476237,17,1997,2019,16,47.81612,-71.51713
3979,84025907,17,2002,2023,16,25.4058076,-80.6136693
3980,84069906,17,2007,2023,16,45.4256434,-122.2238378
3981,8408142,17,1997,2019,16,43.1154997,-103.6802059
3982,84082903,17,2004,2023,16,35.6843537,-83.5358349
3983,84083371,17,1998,2022,16,35.3720817,-100.9735949
3984,8408393,17,2002,2023,16,32.6620464,-101.9652575
4070,124414,16,1997,2013,16,51.21261,-113.77234
4071,1249326,16,1997,2023,16,61.10043,-135.29369
4072,84014409,16,1998,2016,16,40.8031297,-123.4827189
4073,84017227,16,1996,2023,16,37.5201847,-103.1112899
4074,8402564,16,2001,2019,16,29.4080424,-81.1983453
4075,84083107,16,2003,2023,16,33.9321437,-100.0782169
4076,84083214,16,1998,2023,16,28.781686,-97.2202749
4077,8409244,16,1997,2022,16,44.6516797,-106.1303939
4162,84061154,15,2005,2022,16,42.9563889,-78.6972222
4163,84061301,15,1997,2017,16,44.1294587,-74.6305979
4164,84085102,15,1997,2022,16,41.8929957,-112.2057119
4246,84014112,14,1997,2019,16,34.5208799,-117.9406162
4247,84017214,14,1999,2023,16,39.5341427,-102.5923459
4248,84017317,14,1998,2018,16,38.4480577,-106.1069649
4249,8405443,14,1999,2019,16,42.1806217,-102.7815019
4250,8405515,14,1997,2018,16,39.0044442,-117.4662536
4251,8406925,14,1997,2023,16,42.5870357,-124.3279364
4252,84088904,14,1997,2014,16,37.7915727,-79.9541849
4320,8409288,13,1998,2023,16,42.73286,-105.009503
4321,8409297,13,2005,2022,16,41.5697327,-109.1835779
4379,840629,12,1997,2023,16,32.4996877,-109.3368449
4380,8408131,12,1997,2019,16,45.2341239,-103.7823662
4381,84083103,12,1997,2023,16,36.2853161,-101.0402636
4424,8405014,11,2003,2023,16,44.9793225,-96.0833142
4425,8408948,11,1999,2023,16,48.1711937,-121.4705739
4463,8405512,10,1997,2023,16,40.328679,-114.8020439
4464,84083372,10,1997,2022,16,35.7361327,-101.1865919
4506,84017220,9,1997,2023,16,38.1719747,-103.2345199
4507,8409237,9,1997,2019,16,44.8406227,-108.3517149
4508,8409272,9,1997,2021,16,42.4891207,-110.8371659
4541,8409246,8,1997,2023,16,44.6571037,-105.3472599
4566,8403439,7,1997,2023,16,55.9156605,-130.0162113
4567,8403439,7,1997,2023,16,39.3609974,-90.8395322
4597,8401462,6,1997,2019,16,35.5408027,-115.4289179
4622,84055121,5,2000,2018,16,38.8931842,-117.19377
119,8401812,54,1997,2011,15,41.7487967,-73.3502269
273,84049905,48,1997,2014,15,41.8849487,-86.4515529
274,8405120,48,2001,2019,15,30.7939126,-89.7137542
275,8406132,48,1997,2017,15,42.5200097,-75.7308889
276,84063215,48,1997,2017,15,35.3388703,-79.8019587
384,840246,46,1997,2017,15,34.3142387,-86.4773569
385,8408846,46,1997,2014,15,36.6161927,-76.2779479
517,8408054,44,1999,2017,15,34.7417067,-79.8130029
594,84027309,43,2006,2021,15,32.6387756,-81.8440915
595,8406172,43,1997,2023,15,33.178809,-110.215069
596,8406172,43,1997,2023,15,43.651181,-76.110868
597,840827,43,1997,2023,15,36.3584295,-88.0066271
691,84034317,42,2001,2023,15,38.4982149,-88.8800235
692,84069117,42,2005,2023,15,43.5201617,-124.1984709
782,84039132,41,2007,2023,15,37.2446037,-87.331989
783,8404620,41,1997,2013,15,39.4890766,-76.3159492
876,84039112,40,2006,2023,15,36.8621049,-89.0413978
877,8404618,40,1997,2013,15,39.3456735,-76.8160804
984,84061110,39,1998,2023,15,42.6074657,-77.4085679
1094,1244516,38,1997,2018,15,50.72751,-98.21579
1095,84039120,38,2006,2023,15,37.2448,-87.3322
1096,84063203,38,2000,2022,15,34.7739701,-77.6299645
1220,12476109,37,1997,2023,15,45.76216,-72.30266
1221,1247940,37,1998,2023,15,53.71513,-106.7304
1222,8402739,37,1997,2019,15,34.3863104,-85.0490155
